AvgRequestNo,AvgTimeBetwReq,AvgTimeBetwRespReq,AvgDataRate,AvgPacketNo,AvgPacketSize,AvgConcurrentReq,MaxReq,AvgDuration,Class
-0.997087273169247,-0.9999252961657802,-1.0,-0.9944990176817288,-0.9809524536258951,-0.8834842156908966,0.4654262507678656,-0.1777777777777778,-0.6401935753910899,slowloris
-0.9968807578252644,-0.9999299525023304,-1.0,-0.9946954813359528,-0.9816722847835196,-0.8843745135995493,0.1413883011398539,-0.4127946127946127,-0.6707018056330085,slowloris
-0.9965795896152899,-0.9999352161871264,-1.0,-0.9939096267190569,-0.9797557025316818,-0.8821272102569522,0.2704170363797692,-0.35622895622895623,-0.6854235504923477,slowloris
-0.9959815555983407,-0.9999474643767479,-0.9999798492075114,-0.9958742632612967,-0.9711355336511528,-0.9425518572471979,0.6310149477851342,0.5589225589225589,-0.7909099990768876,slowloris
-0.9966398232572848,-0.9999367345577407,-0.9999406236357253,-0.9956777996070727,-0.9774194307356459,-0.9217618138007548,1.0,1.0,-0.7853359180478577,slowloris
-0.9942132679654905,-0.9999619395099367,-0.9999598940537848,-0.9962671905697446,-0.9797843177278771,-0.9262720563725833,-0.15800150160398607,-0.07003367003367,-0.8774170052465659,slowloris
-0.9931828424470778,-0.9999681142171013,-0.9999781862780341,-0.9966601178781925,-0.9787090222441818,-0.9374645083141459,0.19331103678929773,0.4727272727272728,-0.888388132063232,slowloris
-0.9930924919840854,-0.999970037486546,-0.9999933482820911,-0.9964636542239685,-0.9773393081862989,-0.9380302431214537,-0.9919595932018292,-0.8410774410774411,-0.8768770477603145,slowloris
-0.989994761824348,-0.9999783379125704,-0.9999816099563696,-0.9968565815324165,-0.9793805255148986,-0.9369281500211204,-0.9875694491843561,-0.8612794612794612,-0.918729443363265,slowloris
-0.9469212541934985,-0.9999962546858182,-0.9995421074774797,-0.4491159135559922,-0.6587873134209722,-0.38075587192692656,-0.9448692921984848,-0.9414141414141414,-0.9967716359194388,slowloris
-0.945404657136127,-0.9999962546858182,-0.9995421074774797,-0.4333988212180747,-0.649028895625118,-0.3807719816283072,-0.9432939731076377,-0.9414141414141414,-0.9968968251258531,slowloris
-0.9652602469794442,-0.9999962546858182,-0.9995421074774797,-0.6394891944990178,-0.7766692038807294,-0.38074260511402486,-0.9639178213091257,-0.9414141414141414,-0.9967248480342134,slowloris
-0.9516366878810989,-0.9999962546858182,-0.9999211575789038,-0.5053045186640472,-0.6914913032059831,-0.3849391823236777,-0.950231383523309,-0.9488215488215488,-0.9942855553152935,slowloris
-0.9525530997200212,-0.9999958497869877,-0.9997393113496013,-0.5023575638506876,-0.6916769840346282,-0.3809117569785214,-0.949480581530271,-0.9420875420875421,-0.9970599504554232,slowloris
-0.9500555547787328,-0.9999957485622801,-0.9997393113496013,-0.4760314341846758,-0.6753764964952743,-0.3810411084043128,-0.9468213773803836,-0.9420875420875421,-0.9969600519977795,slowloris
-0.9591228691004644,-0.9999951412140344,-0.9999805339431784,-0.5416502946954813,-0.7147675396845079,-0.38352531912015453,-0.9552303597024094,-0.9562289562289562,-0.9917096925530126,slowloris
-0.9634274233015996,-0.9999962546858182,-0.9999143102222329,-0.45736738703339885,-0.6633911805421753,-0.3816509079830442,-0.9510477100539213,-0.9535353535353535,-0.9958017357040881,slowloris
-0.9546161019583463,-0.9999953436634497,-0.9999994130837139,-0.9774066797642436,-0.9779650271431033,-0.6040195600203646,-0.9665633745136851,-0.9791245791245791,-0.9998937788551637,slowloris
-0.9568920731451535,-0.999995242438742,-0.9999219401339519,-0.5324165029469549,-0.707740919285434,-0.386516037799993,-0.9529615725889018,-0.9488215488215488,-0.9961823614730849,slowloris
-0.9558659500297404,-0.999995242438742,-0.9999219401339519,-0.5216110019646365,-0.7012967771022471,-0.38569396921483456,-0.9518421950720087,-0.9488215488215488,-0.9958750788755227,slowloris
-0.9613837818767728,-0.999995242438742,-0.9999220379533329,-0.581532416502947,-0.7391489586294211,-0.384775716236139,-0.9578622619616408,-0.9488215488215488,-0.9996054643191794,slowloris
-0.9651053604714573,-0.9999938252928354,-0.9999994130837139,-0.6385068762278979,-0.7745224282728312,-0.38492970602874793,-0.9630496211862671,-0.9488215488215488,-0.9970144271076362,slowloris
-0.9752633339535964,-0.9999912946751451,-0.9998840840335,-0.7333988212180746,-0.834474443768278,-0.3821124035461244,-0.9475530680499625,-0.9414141414141414,-0.9981626271018194,slowloris
-0.9504685854666979,-0.9999957485622801,-0.999636209722014,-0.47485265225933204,-0.6751590210041899,-0.38007452632147537,-0.9665633745136851,-0.9791245791245791,-0.9998937788551637,slowloris
-0.9438407336457596,-0.9999962546858182,-0.9995417161999557,-0.4166994106090373,-0.6387477735787627,-0.38070564756379877,-0.9416613200464132,-0.9414141414141414,-0.9967248480342134,slowloris
-0.9886868313124588,-0.9999814758785065,-0.9998132628016468,-0.7776031434184676,-0.8654348142651205,-0.3656165431471109,-0.9898464268650604,-0.9488215488215488,-0.9928857123708433,slowloris
-0.9951963670509072,-0.9999819820020446,-0.9999676217848847,-0.8770137524557957,-0.927749809073052,-0.3459584431300299,-0.996158623984711,-0.9555555555555555,-0.9995574118965154,slowloris
-0.9888911954549415,-0.999980564856138,-0.999838011105043,-0.7180746561886051,-0.8316370880921995,-0.3572181767655938,-0.9899187768752986,-0.9488215488215488,-0.9964441207228603,slowloris
-0.988213566982499,-0.9999816783279217,-0.9998394783957583,-0.7023575638506876,-0.8229978424142069,-0.3547320707907661,-0.9890301003344482,-0.9488215488215488,-0.9973242387800755,slowloris
-0.9958094594783552,-0.9999463509049641,-0.9999582311243076,-0.9927308447937131,-0.9766703484885771,-0.8758752246770302,-0.9933929424612655,-0.8538720538720539,-0.2706805614040413,slowloris
-0.9971733212292396,-0.9999210447280603,-0.9999445364109658,-0.993713163064833,-0.9789913588466422,-0.8815240440846717,-0.9957873182717903,-0.8552188552188552,-0.7470836605323956,slowloris
-0.9847071085377961,-0.9999210447280603,-0.9999445364109658,-0.9895874263261296,-0.9530087607012885,-0.9139329727445175,-0.9772220326257594,-0.8552188552188552,-0.7470836605323956,slowloris
-0.9979671145826723,-0.9999464521296717,-0.9999583289436886,-0.9964636542239685,-0.9864758223848413,-0.8917001633950153,-0.9970077127841104,-0.8552188552188552,-0.23867258976002892,slowloris
-0.9962569093903173,-0.9999400749730919,-0.9999223314114759,-0.9941060903732809,-0.9808964950200021,-0.8792862170370043,-0.9940017746228926,-0.8134680134680135,-0.525692239407286,slowloris
-0.9989050384365928,-0.9998976618206012,-0.999876649760543,-0.9986247544204322,-0.9911738017068646,-0.9327694779911866,-0.9980233431165109,-0.8134680134680135,-0.5054077943558637,slowloris
-0.9991760898255699,-0.9998338902548038,-0.9997193561958747,-0.9984282907662082,-0.991598578397053,-0.9235869482042303,-0.9989488772097468,-0.8781144781144781,-0.15956565668061462,slowloris
-0.9962547581888175,-0.9999407835460452,-0.9999600896925468,-0.9921414538310412,-0.9710465085963229,-0.8932917071284718,-0.9941492048324346,-0.8356902356902357,-0.7470748087703258,slowloris
-0.9971948332442377,-0.9999357223106645,-0.9999513837676367,-0.9946954813359528,-0.9792113779107219,-0.8982743430025499,-0.9958473824312334,-0.8377104377104376,-0.27452728429204254,slowloris
-0.9975282694767096,-0.9999184128856623,-0.9999127451121367,-0.9956777996070727,-0.9834922112615423,-0.8934295872197001,-0.9959210975360044,-0.8942760942760942,-0.2853390793914542,slowloris
-0.9966785448842815,-0.9999355198612493,-0.9999407214551063,-0.9939096267190569,-0.9781087390173288,-0.8899347296495974,-0.9944249539280595,-0.8377104377104376,-0.03315490710075719,slowloris
-0.9976078639322028,-0.9999092014372694,-0.9999503077544456,-0.9960707269155206,-0.9868319226041609,-0.8788796839845168,-0.995951129615726,-0.8188552188552188,-0.2498776560028224,slowloris
-0.9969366890642597,-0.9999310659741142,-0.9999625351770721,-0.993516699410609,-0.9805480255196679,-0.8694029152399907,-0.9960221145314313,-0.967003367003367,-0.8245201396555147,slowloris
-0.9963709230698077,-0.9999387590518929,-0.9999568616529734,-0.993713163064833,-0.9799312090683464,-0.8766205352732573,-0.9940700293495325,-0.8626262626262626,-0.34797161872172977,slowloris
-0.9975885031187044,-0.9999114283808369,-0.9999332871821494,-0.9943025540275049,-0.9699082596809978,-0.9240399151018737,-0.9961640843628421,-0.9265993265993265,-0.16290277098088934,slowloris
-0.9968162217802699,-0.9999440227366889,-0.9999367108604847,-0.9950884086444007,-0.9832912689949262,-0.8815155154192349,-0.9952221691352127,-0.8161616161616161,-0.561602573586595,slowloris
-0.9968420361982677,-0.9999310659741142,-0.9999574485692595,-0.9929273084479371,-0.9779077967507127,-0.8723813147364204,-0.995293154050918,-0.8228956228956229,-0.678992113079996,slowloris
-0.9987135815031091,-0.9999305598505761,-0.9998995394957,-0.9982318271119842,-0.9926007461571381,-0.8989248906494791,-0.9979741997133302,-0.8646464646464647,0.6438986700859757,slowloris
-0.9983500284496399,-0.9998955361017413,-0.9999016915220823,-0.9986247544204322,-0.9935494988843253,-0.9028329146785202,-0.997807658180329,-0.8161616161616161,0.13808369467490622,slowloris
-0.9985931142191193,-0.9999124406279131,-0.999845738836143,-0.9986247544204322,-0.9939119580361327,-0.8988339182181533,-0.9971715241280459,-0.8316498316498316,-0.6586773191300488,slowloris
-0.9988254439810996,-0.9998162771556788,-0.9999010067864151,-0.9982318271119842,-0.991533717285677,-0.9086286166575734,-0.9979141355538871,-0.8188552188552188,-0.2741251613865907,slowloris
-0.9978939737316785,-0.9999037353030582,-0.9999441451334418,-0.9974459724950884,-0.9885768136788269,-0.9058122618044429,-0.9968712033308307,-0.863973063973064,-0.7030107371873906,slowloris
-0.9974852454467131,-0.9999120357290826,-0.9999470797148722,-0.9946954813359528,-0.9824989460069401,-0.8787091106757807,-0.9961558937956454,-0.804040404040404,-0.9752934675260463,slowloris
-0.9985199733681255,-0.9998573743869705,-0.9995975710665139,-0.999410609037328,-0.9969591584843103,-0.9072654516319246,-0.9975155279503106,-0.8383838383838383,-0.4650526110801299,slowloris
-0.9994729556325447,-0.9995932791248031,-0.9997804933090076,-0.9990176817288802,-0.9903751197863907,-0.9526341612377368,-0.9988314790799263,-0.8127946127946127,-0.09207476451151564,slowloris
-0.9988663168095961,-0.9998002836518757,-0.9999102018082303,-0.9976424361493124,-0.9825549046128332,-0.9433327039494117,-0.99820353559484,-0.8363636363636363,-0.03744801170455869,slowloris
-0.9990642273475794,-0.9997761921714633,-0.9997418546535076,-0.999410609037328,-0.9964860539072142,-0.9048764776801272,-0.9988014470002048,-0.8134680134680135,-0.584356660255462,slowloris
-0.9983909012781365,-0.9999353174118341,-0.9996961730025747,-0.9988212180746562,-0.9949802586940915,-0.8984283327951588,-0.9972097467749642,-0.8505050505050504,-0.736065745830504,slowloris
-0.9967861049592724,-0.999932685569436,-0.9999357326666747,-0.9943025540275049,-0.9821860865285379,-0.8744480946606054,-0.9942720633403863,-0.8525252525252525,-0.29817160531763276,slowloris
-0.9962977822188138,-0.9999413908942909,-0.9999636111902632,-0.9946954813359528,-0.9798536300919947,-0.8968666393907312,-0.9949464200395878,-0.8666666666666666,-0.577558506985937,slowloris
-0.9967775001532732,-0.9999494888709001,-0.9999527532389709,-0.9948919449901767,-0.9831793517831401,-0.8780732512859926,-0.9953040748071804,-0.8646464646464647,-0.5885473373267427,slowloris
-0.9978896713286789,-0.9999221581998441,-0.9999284940324797,-0.9972495088408644,-0.9880680990797989,-0.9048802681980992,-0.9967947580369941,-0.8121212121212121,-0.5624472845955313,slowloris
-0.9981822347326541,-0.9998911834393139,-0.9999201793850937,-0.9972495088408644,-0.9880286736983742,-0.9041685984488727,-0.9969858712715856,-0.8127946127946127,-0.44990092349169136,slowloris
-0.9989179456455918,-0.9998048387637184,-0.9998055350705468,-0.9976424361493124,-0.9872503403618614,-0.9258574684694054,-0.9981052487884786,-0.865993265993266,0.8256809850240829,slowloris
-0.9994944676475429,-0.9995741476550638,-0.9992763322192684,-0.9986247544204322,-0.9896654629207468,-0.944656542351102,-0.9990198621254522,-0.8383838383838383,-0.7665385690241437,slowloris
-0.9989609696755881,-0.9997947162929568,-0.9998299899158,-0.9976424361493124,-0.9870125162868159,-0.9274902340858064,-0.9984629035560713,-0.8653198653198653,1.0,slowloris
-0.9984274717036333,-0.9998720519695746,-0.9997947749386354,-0.9976424361493124,-0.9916965059573659,-0.881104718034029,-0.9976656883489182,-0.8175084175084175,0.17530535417796833,slowloris
-0.9991911482360686,-0.9997574656005546,-0.9996934340599063,-0.999214145383104,-0.99636269061695,-0.9069399409010868,-0.9985229677155143,-0.8154882154882155,-0.2923041516028645,slowloris
-0.9980015338066694,-0.9998982691688469,-0.9997836235292,-0.9978388998035363,-0.9921225544340518,-0.8871330630536082,-0.9975728619206881,-0.8235690235690235,-0.7171798791860932,slowloris
-0.9979735681871718,-0.9998965483488175,-0.9997978073394468,-0.9982318271119842,-0.9930484150042828,-0.8865171038831725,-0.9972152071530954,-0.8565656565656565,-0.5948510564578031,slowloris
-0.9984016572856356,-0.9999620407346443,-0.9999542205296861,-0.9988212180746562,-0.9954177532492555,-0.8802783851161522,-0.9975291788956385,-0.8478114478114478,-0.7890814779407767,slowloris
-0.99952888687154,-0.9999931167198822,-0.9999329937240063,-1.0,-0.9988693818036604,-0.9363273529225723,-0.9991181489318135,-0.9131313131313131,-0.23473861378876937,slowloris
-0.9991051001760759,-0.9997617170382743,-0.9998029917666404,-0.999803536345776,-0.9983492211261542,-0.8954745716655466,-0.9985666507405638,-0.8222222222222222,-0.8394404168927028,slowloris
-0.9992901035050602,-1.0,-0.999999706541857,-1.0,-0.9991568055521112,-0.9103338759301872,-0.9990990376083544,-0.9326599326599326,-0.6203175759323118,slowloris
-0.9990125985115837,-0.9998183016498311,-0.9991542536317646,-1.0,-0.9988286846357382,-0.9103954718472307,-0.9978185789365914,-0.87003367003367,-0.6942310537516929,slowloris
-0.9973131493267278,-0.9999653811499957,-0.9999676217848847,-0.9974459724950884,-0.9914523229498324,-0.8763897874917173,-0.9958910654562829,-0.8612794612794612,-0.6649835673359863,slowloris
-0.9993223715275574,-0.9997011846631206,-0.9997069331344861,-0.999803536345776,-0.99800075162582,-0.9176145133247368,-0.9986949696266467,-0.9319865319865319,-0.04587236012003004,slowloris
-0.998984632892086,-0.9997886428105,-0.9996803262628506,-0.9986247544204322,-0.9945592973633959,-0.8833325949720201,-0.9983209337246605,-0.8208754208754209,0.4355990050619436,slowloris
-0.9854793898762306,-0.9999852211926882,-0.9999888485905646,-0.9966601178781925,-0.9898638616143677,-0.8687419436686385,-0.9777107364685005,-0.8505050505050504,-0.9964479143351758,slowloris
-0.9854363658462343,-0.9999852211926882,-0.9999874791192304,-0.9964636542239685,-0.9894276388457012,-0.8666111987536778,-0.9764548494983278,-0.9111111111111111,-0.9961962713849087,slowloris
-0.9860881799006791,-0.9999845126197349,-0.9999857183703721,-0.9964636542239685,-0.9894912281705797,-0.8633523009273265,-0.9780929629376834,-0.9313131313131313,-0.9954185808602143,slowloris
-0.9866195266711341,-0.9999838040467816,-0.999984642357181,-0.9966601178781925,-0.9897112472346592,-0.8674579057056535,-0.9778117534639273,-0.9272727272727272,-0.9935647689753326,slowloris
-0.9851201392257611,-0.999985524866811,-0.9999874791192304,-0.9964636542239685,-0.9891516611757285,-0.8653309513086644,-0.9772575250836121,-0.9313131313131313,-0.996592071603168,slowloris
-0.986998138135102,-0.9999833991479511,-0.9999833707052278,-0.9968565815324165,-0.9902835511585657,-0.8651603779999285,-0.9778035628967306,-0.9259259259259259,-0.9977756786456299,slowloris
-0.9860946335051786,-0.9999845126197349,-0.999984055440895,-0.9964636542239685,-0.9896222221798293,-0.8652480337280289,-0.9776288307965326,-0.9117845117845118,-0.9977971757820848,slowloris
-0.9866109218651348,-0.9999838040467816,-0.9999851314540861,-0.9966601178781925,-0.9898638616143677,-0.8646022242285645,-0.9782949969285373,-0.9232323232323232,-0.9980247925210198,slowloris
-0.9856149155707192,-0.999985018743273,-0.9999879682161354,-0.9964636542239685,-0.9892839269714757,-0.8652380836183526,-0.9788137328509999,-0.9259259259259259,-0.9974747187352603,slowloris
-0.9707350547964803,-0.9999927118210518,-0.9999939351983772,-0.9927308447937131,-0.9814789732358891,-0.8466285356352518,-0.9589734489113372,-0.8626262626262626,-0.9984458834880495,slowloris
-0.9861763791621716,-0.9999846138444425,-0.9999830772470848,-0.9972495088408644,-0.9918325871126059,-0.8624501576500115,-0.9798566650740564,-0.9757575757575757,-0.9990983848063297,slowloris
-0.9859806198256882,-0.9999846138444425,-0.9999877725773734,-0.9966601178781925,-0.9896819961452151,-0.8686433902013688,-0.9783577912770459,-0.8323232323232322,-0.9929944625905567,slowloris
-0.9785159506213208,-0.9999903836527766,-0.9999881638548974,-0.9956777996070727,-0.9859429438423595,-0.8779178400491441,-0.9687120333083066,-0.863973063973064,-0.9984484125629266,slowloris
-0.9747018703621441,-0.9999914971245604,-0.9999917831719949,-0.993516699410609,-0.9833192482978728,-0.846320556050034,-0.9589461470206813,-0.9016835016835016,-0.9975442682943793,slowloris
-0.9633564336521055,-0.9999941289669583,-0.9999930548239481,-0.9833005893909627,-0.9761629056760467,-0.7279649490803138,-0.9367142174595591,-0.7905723905723905,-0.9992273676250596,slowloris
-0.9788665964657911,-0.9999898775292385,-0.9999914897138519,-0.9952848722986247,-0.9854558496137902,-0.8696275034298265,-0.9679366596136783,-0.9239057239057239,-0.9973912592643174,slowloris
-0.9573976054976105,-0.9999950399893268,-0.9999940330177582,-0.9791748526522593,-0.9726184367073193,-0.7068133849822995,-0.9269401406047368,-0.8653198653198653,-0.9993930220295068,slowloris
-0.9839800024308577,-0.9999865371138872,-0.9999865009254202,-0.9960707269155206,-0.9882359748974782,-0.8683074555461083,-0.9775032420995154,-0.9427609427609427,-0.9991401145418012,slowloris
-0.9820804915065188,-0.9999879542597938,-0.9999871856610874,-0.9956777996070727,-0.9862265522313176,-0.8735383703473465,-0.9747075284963483,-0.927946127946128,-0.9987076427378248,slowloris
-0.9781287343513536,-0.9999901812033614,-0.9999908049781848,-0.9950884086444007,-0.9844842047296468,-0.8758278432023813,-0.9696566787250017,-0.8686868686868686,-0.9986418867910213,slowloris
-0.972578634481824,-0.9999922056975137,-0.9999935439208532,-0.993713163064833,-0.9817498637598714,-0.8641350428885264,-0.9611657907310082,-0.8363636363636363,-0.9984167991269634,slowloris
-0.9826613159114695,-0.9999875493609633,-0.9999905115200417,-0.9958742632612967,-0.9874652722799507,-0.867348928313961,-0.9749368643778582,-0.903030303030303,-0.9981942405377825,slowloris
-0.9796840530357218,-0.9999893714057004,-0.9999896311456127,-0.9952848722986247,-0.9858284830575782,-0.867372145236539,-0.9710135826906013,-0.9272727272727272,-0.998648209478214,slowloris
-0.9776619236258932,-0.9999916995739756,-0.9999931526433291,-0.9946954813359528,-0.9843404928554214,-0.867373092866032,-0.9672541123472801,-0.9111111111111111,-0.9985040522102218,slowloris
-0.991965262398181,-0.9999730742277744,-0.9999735887671266,-0.9978388998035363,-0.9935126170758958,-0.8647097801760175,-0.9878178963893249,-0.8397306397306397,-0.9976302568401991,slowloris
-0.9967645929442742,-0.9999329892435589,-0.9999345588341025,-0.9988212180746562,-0.9960828975874846,-0.8609173669451198,-0.9943293973107638,-0.94006734006734,-0.9915111601751637,slowloris
-0.9972701252967314,-0.9999207410539375,-0.9999373955961519,-0.9988212180746562,-0.9963080037975545,-0.8603269937709945,-0.9955361408777558,-0.9575757575757575,-0.9353682269794121,slowloris
-0.9966247648467861,-0.9999357223106645,-0.999937884693057,-0.9988212180746562,-0.9959582625107227,-0.8615015805275406,-0.9944249539280595,-0.9441077441077441,-0.9618362601052348,slowloris
-0.9971087851842451,-0.999925093716365,-0.9999359283054366,-0.9988212180746562,-0.9963461573924816,-0.860799387073244,-0.9947935294519146,-0.9494949494949495,-0.8735019973368842,slowloris
-0.9970700635572484,-0.9999261059634411,-0.9999327002658632,-0.9982318271119842,-0.9946902913726455,-0.8603544750262908,-0.9954706163401816,-0.9434343434343434,-0.8098957641789422,slowloris
-0.9960331844343362,-0.9999453386578879,-0.9999661544941696,-0.9954813359528487,-0.9870850081171774,-0.8602350737101756,-0.9936878028803495,-0.9346801346801347,-0.9911659414544457,slowloris
-0.991470486053223,-0.9999745925983886,-0.9999808274013215,-0.9939096267190569,-0.9837338506960805,-0.8534472036519746,-0.9873319227356494,-0.8929292929292929,-0.9961532771119989,slowloris
